From Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),BP (mmHg)
31-01-2010,33.90256039,45.9630266,6.0675,87.59,37.98,17.67305556,2.18625,0.175833333,15.79791667,28.44166667,79.05541667,0.571666667,181.5370833,103.8379167,1010.351667
01-02-2010,49.17602808,43.76840127,35.7725,103.7083333,139.48125,23.26416667,6.577916667,0.162727273,20.65208333,28.46291667,76.1225,0.579166667,151.2708333,176.8983333,1009.911667
02-02-2010,36.75746528,43.85910024,21.03958333,63.22291667,84.26208333,22.51513889,2.571666667,0.050833333,22.02458333,28.64833333,76.12291667,0.585833333,202.5354167,208.5004167,1009.24375
03-02-2010,36.99277778,43.57851298,27.24875,55.71416667,82.86083333,23.13371528,1.209583333,0.2025,24.105,28.40541667,76.35541667,0.57875,213.895,199.5383333,1008.703333
04-02-2010,35.62805556,43.97749245,44.32208333,88.47958333,132.8016667,22.45576389,1.506666667,0.055,11.92125,28.99958333,72.23458333,0.583333333,168.8920833,217.2954167,1009.219167
05-02-2010,36.55510417,43.93589235,15.01916667,48.89625,63.91541667,23.75723485,1.306666667,0.119166667,19.23583333,28.89416667,75.9075,0.583333333,191.5595833,197.2429167,1009.766667
06-02-2010,34.56649306,44.43878184,18.78625,45.62916667,64.41291667,23.86282513,1.297083333,0.08875,20.935,28.9425,79.97541667,0.581666667,202.6133333,192.2775,1010.24875
07-02-2010,35.58295139,43.57859464,18.17583333,44.08916667,62.24541667,24.03494318,1.162916667,0.129583333,26.9475,29.16875,77.23333333,0.580416667,183.3279167,202.1429167,1009.954167
08-02-2010,34.17962474,41.81008235,15.66541667,50.21541667,65.88125,24.19385417,1.583333333,0.107916667,25.01125,28.70833333,73.20416667,0.57625,172.6333333,229.6933333,1008.039167
09-02-2010,40.04833333,43.4218433,17.34541667,48.20666667,65.54875,22.34184028,1.32625,0.0825,22.91958333,28.65375,75.55916667,0.579583333,194.6529167,213.0029167,1006.740833
10-02-2010,35.22625,42.93296429,17.41791667,43.65375,61.07333333,23.96802083,1.311666667,0.12875,16.36083333,29.16708333,78.22291667,0.577916667,188.59125,217.9033333,1006.767083
11-02-2010,34.41996157,47.66214152,9.698333333,32.94541667,42.64333333,17.56173611,1.280416667,0.08,13.70125,29.71625,81.115,0.57625,155.0395833,166.6075,1008.206667
12-02-2010,21.99678319,42.98822477,17.25125,41.14666667,58.39708333,24.88733902,1.120416667,0.048333333,5.239583333,29.88583333,83.96583333,0.585833333,155.27875,206.4608333,1008.50625
13-02-2010,21.70799366,32.34147727,5.49875,23.99708333,29.49333333,26.02864583,1.11375,0.019166667,9.792083333,29.73041667,81.30791667,0.578333333,152.2504167,224.2795833,1007.3
14-02-2010,33.90822176,43.2640864,16.71708333,35.29833333,52.01458333,24.49711806,1.40125,0.01,11.22125,29.69791667,81.33458333,0.585416667,214.3033333,226.9904167,1006.323333
15-02-2010,23.74259895,44.07401181,10.02583333,34.31416667,44.33833333,26.29306818,1.195,0.027916667,8.453333333,30.44416667,79.63875,0.602916667,172.2908333,205.56375,1006.193333
16-02-2010,28.61410861,44.65557342,19.47875,35.70458333,55.18166667,28.68611477,1.337916667,0.019166667,7.3475,30.07291667,80.26708333,0.579583333,203.6620833,248.21375,1007.601667
17-02-2010,25.71614439,54.03987256,11.90333333,33.05458333,44.95916667,25.47861477,1.495833333,0.0525,7.736666667,30.53291667,81.95833333,0.607916667,183.64875,236.0383333,1007.860417
18-02-2010,29.74982797,53.99774711,10.19583333,37.72666667,47.92125,25.12014254,1.6525,0.07,8.39375,30.99083333,79.72958333,0.5825,190.2804167,245.5704167,1007.51375
19-02-2010,26.45012764,44.56096591,7.625,33.10125,40.7275,24.1131029,0.910416667,0.049583333,7.466666667,30.6925,82.10416667,0.551666667,181.3320833,176.6979167,1008.27875
20-02-2010,48.18544398,45.19235056,11.37541667,36.74875,48.12166667,27.43590278,1.179583333,0.037916667,5.755833333,30.28875,79.92541667,0.62125,196.57,231.7920833,1008.395
21-02-2010,42.84590765,56.77635958,8.659583333,30.13916667,38.79875,29.42204861,1.063333333,0.021666667,4.272916667,30.82791667,80.25208333,0.62375,192.5629167,230.3491667,1008.329167
22-02-2010,41.88743158,55.54418308,10.45958333,27.13208333,37.58791667,28.60264254,1.557083333,0.01,7.167083333,30.98791667,80.76333333,0.603333333,196.7066667,243.32375,1007.419583
23-02-2010,35.24201403,45.06887807,8.684583333,37.47416667,46.155,28.29180556,1.347083333,0.019583333,12.44041667,31.685,77.96166667,0.668333333,211.8383333,236.8833333,1006.082083
24-02-2010,50.42310648,45.74595975,6.879090909,39.72909091,46.59545455,23.98742452,0.896818182,0.117619048,15.07,32.435,75.69136364,0.73,205.3195455,443.3368182,1005.000455
25-02-2010,32.55971389,55.5451781,9.714737537,17.75863733,17.13779463,14.94346292,15.15825731,1.252355686,28.5487294,36.16897722,59.95485511,1.515903593,154.2266251,165.8328928,991.9256031
26-02-2010,47.77923419,43.05105896,2.886666667,29.0375,31.90583333,25.92985873,1.2075,0.01,9.264166667,31.445,75.40666667,0.65,163.9675,387.7091667,1006.199167
27-02-2010,49.06062129,47.42286948,10.045,30.36625,40.40833333,24.09888651,1.22875,0.01,11.9125,30.47875,81.65875,0.57125,195.9366667,369.7504167,1006.5875
28-02-2010,47.73746157,48.06648059,7.025,29.8825,36.90666667,25.62933789,1.35,0.01,8.714166667,30.98833333,79.56541667,0.6075,205.2208333,370.89875,1006.970417
01-03-2010,45.29871157,48.06648059,7.944166667,30.29791667,38.24083333,25.62933789,1.099166667,0.01,8.525833333,31.01541667,77.70291667,0.60625,208.5179167,360.045,1007.887083
02-03-2010,32.54302975,44.28769751,14.30458333,44.64416667,58.94666667,22.77260417,1.060833333,0.01,16.47833333,30.76125,73.18916667,0.60375,232.5775,252.1929167,1007.393333
03-03-2010,36.52479167,43.39084131,16.78916667,58.50708333,75.29583333,21.96111111,1.355833333,0.01,11.35166667,29.97541667,74.64958333,0.62,226.6104167,231.975,1005.8075
04-03-2010,36.32545139,43.1803552,15.15375,54.54541667,69.70041667,21.12295139,1.4125,0.21375,11.02291667,30.17083333,75.8375,0.63125,217.8770833,220.3145833,1005.4225
05-03-2010,34.74213768,43.34037414,7.090416667,45.96791667,53.05916667,23.4071875,1.429583333,0.01,14.12375,31.22666667,76.02833333,0.659583333,206.025,236.5970833,1005.3825
06-03-2010,40.49621542,43.10255366,5.152916667,34.03875,39.18958333,25.24184028,1.1725,0.01,13.39208333,31.58333333,81.17333333,0.6925,201.1541667,224.6683333,1005.72875
07-03-2010,42.83664944,53.76692117,3.67125,28.18,31.84916667,24.0171875,1.179583333,0.01,13.08375,31.77916667,82.30333333,0.649166667,189.38625,227.6795833,1005.95875
08-03-2010,40.95244421,54.25053228,5.076666667,29.79583333,34.87166667,26.31594115,1.240416667,0.01,10.51458333,31.28,80.90916667,0.6275,189.4054167,237.3841667,1006.476667
09-03-2010,39.74508838,47.18013438,7.20625,34.19416667,41.39916667,31.66003838,1.345416667,0.01,9.28125,31.18458333,76.98916667,0.638333333,201.1479167,241.7979167,1007.841667
10-03-2010,42.7411975,55.17074062,8.895833333,27.64208333,36.56416667,28.60739949,1.204583333,0.01,6.232916667,31.13958333,79.68416667,0.599583333,191.1058333,235.345,1008.836667
11-03-2010,36.25843606,53.85254617,13.42916667,27.82625,41.25166667,26.058125,1.038333333,0.01,7.450833333,30.77666667,81.03541667,0.57,185.49625,232.3466667,1009.716667
12-03-2010,26.45042744,46.48295049,4.3575,17.91083333,22.2625,26.22418327,1.092916667,0.01,10.11791667,30.68,79.95625,0.567916667,167.3004167,243.335,1010.55625
13-03-2010,37.70239213,46.92964454,7.4725,32.5925,40.06416667,20.15055556,1.16,0.01,17.41666667,30.92833333,80.4675,0.58625,196.08,164.3195833,1008.77625
14-03-2010,29.79814655,41.68309151,4.8925,30.19958333,35.09208333,19.12105429,1.159166667,0.02375,11.03208333,31.40125,80.43166667,0.639583333,211.0745833,194.5525,1006.5375
15-03-2010,36.13010732,43.60103386,8.68375,43.76875,52.45416667,22.11777778,1.282916667,0.01,11.7125,31.77458333,76.82875,0.649166667,215.9633333,218.09,1005.305833
16-03-2010,40.53746418,43.87871843,7.084583333,33.98291667,41.06625,25.05275568,1.240416667,0.026666667,8.60625,31.61958333,81.03041667,0.635,204.72875,211.47625,1006.285833
17-03-2010,41.38706611,54.64612256,7.334166667,29.245,36.5625,25.97649306,1.220833333,0.01,10.355,31.255,79.64208333,0.588333333,187.8579167,228.8741667,1008.17
18-03-2010,39.51871542,45.5398566,9.282083333,26.58708333,35.72625,25.86805556,2.511666667,0.165416667,13.54,30.77291667,81.0825,0.572916667,212.9483333,233.9541667,1009.40375
19-03-2010,39.24390783,45.46843299,6.715,32.27041667,38.97625,26.62531615,2.088333333,0.01,14.34333333,30.74916667,81.63916667,0.563333333,201.8879167,239.5420833,1007.7075
20-03-2010,35.85016167,43.2394844,7.43875,38.18625,45.62458333,24.74986111,2.15375,0.0675,16.68833333,31.58708333,77.3575,0.589583333,218.7291667,222.86875,1000.645
21-03-2010,32.52174448,42.03206949,13.49958333,41.50458333,54.98875,22.25989583,2.354166667,0.01,19.16208333,31.8125,76.86666667,0.587083333,211.25,232.3675,1004.239583
22-03-2010,32.69851079,43.63190192,7.4025,44.64791667,52.04666667,24.03215278,2.3,0.01,15.96708333,31.86125,77.48125,0.634583333,216.5325,231.5658333,1002.29375
23-03-2010,34.39663579,43.63325609,8.49875,43.0325,51.53208333,23.61145833,2.1825,0.01,16.23,31.83708333,79.59083333,0.655833333,212.1120833,227.4166667,1000.841667
24-03-2010,34.59929046,43.63325609,6.915416667,45.65791667,52.57541667,23.61145833,2.052083333,0.13125,15.07208333,31.77375,77.0375,0.665,208.17,224.2916667,1002.25625
25-03-2010,49.11813708,44.95738336,6.757083333,60.63166667,67.38666667,26.18763651,2.256666667,0.015833333,17.57291667,32.09083333,74.24291667,0.691666667,204.4416667,357.9604167,1002.380833
26-03-2010,31.33667902,43.7004002,13.27541667,53.91958333,67.19416667,24.41709596,2.125,0.014166667,12.43,32.155,75.605,0.708,175.367,184.193,985.508
27-03-2010,40.95468764,46.91103716,9.870416667,30.41166667,40.28208333,27.37649671,2.155833333,0.01,12.38583333,32.83583333,79.64625,0.667916667,206.61375,237.06625,1003.964167
28-03-2010,42.84957084,55.44771978,6.26375,22.87166667,29.13416667,29.94888889,2.34875,0.01,17.45458333,32.96791667,77.91,0.672916667,200.1804167,231.9145833,1004.51125
29-03-2010,40.68631958,46.72707882,8.390833333,25.60875,33.99833333,27.02201389,1.972916667,0.036666667,11.58,32.82625,78.24,0.68125,212.3533333,231.8320833,1005.022083
30-03-2010,29.48470644,47.54916216,7.65375,33.94666667,41.60083333,28.97378838,2.1175,0.0775,9.824166667,33.08583333,77.19083333,0.71375,202.9341667,244.3525,1001.024167
31-03-2010,30.80082016,43.8366351,7.075,32.79458333,39.86791667,25.20108902,2.24,0.032083333,14.34,33.34833333,78.11416667,0.720416667,207.9183333,208.1066667,1003.796667
01-04-2010,40.6267475,42.35073232,4.65,24.44333333,29.09166667,24.70056818,2.352916667,0.03,20.38416667,33.28458333,79.96458333,0.690416667,205.0525,215.04875,1002.480833
02-04-2010,40.27397637,57.13246383,3.829166667,17.205,21.03291667,27.74579861,2.011666667,0.04875,21.35541667,33.47416667,77.58833333,0.706666667,205.2054167,232.035,1002.80875
03-04-2010,43.17021059,57.13246383,3.875833333,16.875,20.75041667,27.74579861,1.9825,0.04375,18.13375,32.86666667,80.13916667,0.69625,202.1579167,227.86375,1004.033333
04-04-2010,30.85263579,58.55597887,4.183333333,16.80791667,20.99125,27.10868421,2.242916667,0.01,13.79416667,32.53041667,77.76666667,0.670416667,200.82125,254.4925,1005.217917
05-04-2010,32.48636473,47.99998753,6.441666667,18.6325,25.07291667,27.63145595,2.3575,0.01,11.12416667,32.48833333,78.81416667,0.655416667,213.1154167,261.2779167,1004.32875
06-04-2010,28.52523441,44.20784846,8.736666667,21.09708333,29.83375,20.99643624,2.30625,0.01,7.70375,32.86583333,79.58666667,0.665416667,206.0466667,185.4041667,1004.07
07-04-2010,30.33243355,55.13542512,9.850833333,24.74916667,34.59958333,29.12215039,2.1475,0.037083333,4.8675,32.76,80.39291667,0.650416667,193.61,257.28375,1005.207083
08-04-2010,32.08012153,42.16525673,2.967916667,14.76666667,17.7325,26.87076389,1.116666667,0.01,5.117916667,32.67791667,81.10041667,0.605416667,190.0491667,203.9791667,1006.96375
09-04-2010,41.7365988,56.11564141,9.79375,24.475,34.26875,29.48042032,0.9725,0.01,5.750416667,32.81083333,80.21125,0.658333333,202.8379167,247.4020833,1005.017083
10-04-2010,41.61407842,47.54916216,8.711666667,25.02541667,33.7375,28.97378838,1.28875,0.01,10.03041667,32.82916667,76.51708333,0.688333333,212.92875,243.8245833,1002.046667
11-04-2010,27.92217172,47.34055708,6.1725,21.80666667,27.97958333,30.6044481,1.300833333,0.01,13.07083333,33.29375,77.87041667,0.700833333,210.3166667,246.39875,1001.322083
12-04-2010,42.84957084,47.04419688,6.35875,24.83541667,31.19333333,28.59934028,1.12,0.072916667,16.64708333,33.41,79.44541667,0.722083333,203.7204167,231.4658333,1001.612917
13-04-2010,42.42710557,45.28996077,6.410833333,29.33916667,35.75208333,26.20399306,1.137916667,0.067083333,11.99833333,33.24791667,79.805,0.711666667,203.06375,227.1183333,1001.83875
14-04-2010,39.85946201,46.49250153,4.227083333,22.8125,27.04041667,28.96566338,1.153333333,0.01,15.30041667,33.45166667,79.80166667,0.7025,206.77375,241.3016667,1002.188333
15-04-2010,25.46884309,50.38404095,2.804166667,18.25208333,21.05666667,16.46709692,1.225,0.042916667,14.01125,32.98958333,83.35083333,0.675416667,197.59,180.4425,1003.69875
16-04-2010,29.24106802,57.35719595,5.43875,22.44833333,27.88541667,27.03152539,2.58125,0.1275,14.29416667,33.06708333,78.89291667,0.682916667,200.9741667,280.7358333,1004.19625
17-04-2010,30.50895627,47.99998753,6.569166667,22.14625,28.71541667,27.63145595,0.655652174,0.019583333,11.675,33.16375,78.91958333,0.690833333,210.59,265.92875,1004.660833
18-04-2010,29.9961785,46.39998753,2.270416667,38.49291667,40.73833333,26.93881706,0.847391304,0.133333333,11.50375,33.155,79.12541667,0.704583333,211.8266667,274.8125,1004.127083
19-04-2010,30.10083127,47.99998753,6.3825,23.49916667,29.78666667,27.63145595,0.848333333,0.0975,12.24875,33.46416667,77.385,0.71,213.0370833,260.3970833,1002.822917
20-04-2010,25.49949426,49.50259966,7.686666667,20.06333333,26.31333333,26.4494481,0.60826087,0.18875,15.23958333,33.72541667,78.21458333,0.723333333,215.5804167,246.5945833,1000.982083
21-04-2010,41.26963541,51.14920607,1.990833333,19.7275,21.53333333,27.92979167,0.585,0.11375,17.04666667,33.73958333,76.10625,0.7,216.1495833,227.9370833,1001.57
22-04-2010,27.30638016,56.85152633,5.749583333,12.66208333,18.29833333,24.82291667,0.95125,0.03125,17.29958333,33.38541667,75.83416667,0.69,194.4879167,240.5791667,1002.47375
23-04-2010,47.37582049,49.64422364,3.898333333,21.01916667,24.6125,23.76708095,1.236190476,0.164782609,13.41416667,33.53916667,76.965,0.710833333,207.2158333,389.5545833,1002.789167
24-04-2010,32.55971389,55.5451781,9.714737537,17.75863733,17.13779463,14.94346292,15.15825731,1.252355686,28.5487294,36.16897722,59.95485511,1.515903593,154.2266251,165.8328928,991.9256031
25-04-2010,27.01009291,50.85014548,19.47333333,60.77166667,78.265,16.77263889,0.54,0.01,7.705,32.945,81.60166667,0.67,185.6233333,0.55,1003.223333
26-04-2010,30.53297161,55.67386262,6.752083333,18.76958333,25.52083333,29.36465039,0.735238095,0.017083333,9.3275,33.54083333,77.72833333,0.677916667,197.945,275.30875,1005.032083
27-04-2010,38.92322464,56.63803724,4.2275,21.45583333,25.68166667,27.94014254,0.754782609,0.081666667,10.25916667,33.57666667,78.83625,0.675416667,208.2016667,245.5783333,1005.812083
28-04-2010,30.50895627,47.74929912,7.110416667,20.18666667,27.29708333,29.41044901,0.735833333,0.01,8.297916667,33.59791667,77.02666667,0.68,209.3325,267.98,1004.625833
29-04-2010,31.2310838,59.80871769,6.330416667,16.88791667,23.08125,25.60230589,0.91875,0.128333333,6.795833333,33.59083333,76.93083333,0.677916667,199.1570833,282.2858333,1003.757083
30-04-2010,31.33834074,59.43715627,7.976666667,15.47625,23.45291667,28.07588228,1.18173913,0.069583333,8.74375,33.51958333,76.35625,0.620833333,197.51625,275.1245833,1004.310833
01-05-2010,25.47562047,46.14154219,13.46125,23.17958333,35.085,15.88949275,1.238333333,0.11375,12.54083333,31.36125,81.10291667,0.581666667,213.4329167,163.5754167,1004.837083
02-05-2010,40.73856171,43.63262038,77.87545455,80.11863636,107.68,23.68350091,1.802727273,0.107916667,13.89041667,32.68041667,79.21916667,0.592916667,200.2066667,315.0775,1003.0875
03-05-2010,33.32599336,44.77934632,52.27083333,78.70625,130.8025,24.16420139,2.535217391,0.408333333,7.918333333,33.25833333,77.415,0.631666667,220.1983333,204.30375,1001.1725
04-05-2010,39.92630064,45.9762739,15.14,28.97958333,43.63,28.36889254,2.109583333,0.23875,13.12666667,33.7125,77.9125,0.628333333,207.4825,239.6079167,999.8945833
05-05-2010,39.58086784,47.96731392,7.914583333,21.705,27.97208333,23.65561896,0.860952381,0.207083333,21.51541667,33.73875,66.2025,0.6225,233.4220833,400.2208333,998.9033333
06-05-2010,38.62993844,41.6633568,6.28,14.155,19.08083333,14.42076389,1.110416667,0.15125,21.18333333,33.174,74.894,0.646,166.437,165.62,973.839
07-05-2010,32.48763683,47.1494667,16.97826087,24.37652174,40.07826087,28.70968512,4.61,0.291666667,17.93208333,34.07125,79.08333333,0.65625,211.4266667,271.4354167,999.5575
08-05-2010,31.92287583,55.71386668,2.515416667,8.959583333,10.14583333,24.17361477,6.419583333,0.01,15.98583333,33.97291667,77.775,0.650416667,214.4308333,256.62625,1000.34625
09-05-2010,31.62575475,57.35643612,2.080833333,8.975416667,9.344166667,22.38972222,1.386666667,0.01,15.96625,34.08416667,75.8225,0.682083333,216.7970833,253.8891667,999.7304167
10-05-2010,30.59776864,53.90289924,4.487916667,9.979166667,12.96166667,24.33350456,1.395833333,0.01,20.99958333,34.42833333,75.30083333,0.6875,209.3925,288.0570833,999.1841667
11-05-2010,33.15575475,53.90289924,1.872916667,8.499166667,8.755833333,24.33350456,1.499583333,0.024583333,16.15291667,34.39833333,77.08125,0.712083333,213.0408333,275.2795833,999.27125
12-05-2010,36.3400286,55.27337741,1.982083333,8.149583333,8.607916667,24.97183789,0.85625,0.01,14.39583333,34.46041667,77.46166667,0.719583333,209.80875,262.9266667,999.905
13-05-2010,39.33739937,43.7544177,133.6056522,141.9441667,116.0682353,21.20482639,2.978333333,0.222916667,9.402083333,34.28333333,77.18416667,0.693333333,207.1045833,283.4795833,999.7620833
14-05-2010,44.3061555,44.26424107,154.3934783,146.8975,95.923125,21.78989583,2.337083333,0.38125,6.564166667,33.97791667,79.04083333,0.699583333,209.58375,252.13125,999.57375
15-05-2010,49.59056439,42.99184675,169.6252381,161.9419048,118.2507692,21.45,2.172173913,0.109583333,9.737916667,34.20041667,78.03625,0.681666667,198.3679167,342.185,998.8470833
16-05-2010,29.81884973,57.83303172,7.466884058,11.73880888,23.99533665,11.12374849,1.01625,0.01,11.83583333,33.51,82.225,0.7,183.395,0.55,997.77
17-05-2010,38.46608254,42.82042616,7.376666667,112.5575,115.9975,21.73503472,1.194166667,0.147916667,12.38875,35.12846154,73.53615385,0.66,173.2807692,286.7215385,998.2153846
18-05-2010,33.82403906,51.93259106,1.819583333,59.03916667,60.19083333,19.03493056,1.416666667,0.01,12.29666667,33.6725,79.94208333,0.594166667,229.0729167,87.13916667,997.1895833
19-05-2010,38.65201018,58.51456755,0.702083333,39.35625,39.0075,13.97143056,1.485416667,0.01,12.98291667,29.975625,84.786875,0.6475,280.150625,1.02125,987.44
20-05-2010,29.29624328,45.54831906,10.92875,37.48083333,47.26583333,18.59819444,1.345833333,0.01,16.27666667,31.15416667,77.2075,0.675416667,250.86375,115.02625,995.5691667
21-05-2010,25.13351587,43.56401696,16.33208333,35.44083333,42.81166667,21.449375,2.530833333,0.056666667,23.62375,32.88291667,76.33208333,0.6575,242.3929167,226.4583333,997.8533333
22-05-2010,39.22308973,51.67925836,1.515833333,27.01833333,28.28291667,24.46031012,1.84125,0.110833333,16.63375,33.37666667,76.98166667,0.67875,227.5054167,274.14125,998.61
23-05-2010,36.25226812,50.74245281,1.3725,29.02541667,30.10416667,23.26895229,1.669583333,0.063333333,18.12375,34.01083333,75.63708333,0.68125,235.8366667,289.7729167,998.1658333
24-05-2010,34.08303517,49.24644586,5.092083333,33.20666667,37.92833333,25.02256706,1.4525,0.070416667,15.91625,34.31833333,73.26041667,0.682083333,231.7416667,275.7154167,997.5366667
25-05-2010,33.34025739,49.24644586,2.41875,31.61208333,33.89625,25.02256706,1.618333333,0.027083333,16.69,34.7875,73.65583333,0.67875,236.3570833,277.0116667,997.515
26-05-2010,30.2732811,49.89193198,27.36,31.06333333,57.18791667,24.34718146,1.75875,0.01,14.71666667,35.17416667,66.37041667,0.660833333,255.8241667,294.4516667,997.65875
27-05-2010,30.12934147,49.83960559,31.63083333,27.63791667,57.13166667,25.59798007,1.86375,0.027916667,16.1925,34.96708333,65.47833333,0.669583333,258.89125,308.3733333,997.8883333
28-05-2010,32.93202822,48.41536948,33.07833333,28.60541667,61.43708333,27.35635178,1.571666667,0.074583333,18.14375,34.21833333,72.7875,0.683333333,234.8316667,283.7341667,999.08
29-05-2010,26.97875439,44.65193198,36.09375,31.15833333,66.71916667,24.44030646,1.665416667,0.034583333,21.10208333,34.60916667,69.67916667,0.66,235.6879167,260.2845833,999.4041667
